cluster,dataset,modality,split,baseline,family,action,headline_eligible,registry_task,pearson_delta,pearson_delta_ontarget,e_distance,aucell_program_corr,aucell::type_I_IFN,aucell::inflammatory_NFkB,aucell::effector_lymphocyte,ran
C5,op3_GSE279945,,C5_loct_B,donor-shift,simple,run_headline,True,C1_LOCT,0.2783795539950225,0.2783795539950225,7.085674888690674,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_B,linear-PCA,simple,run_headline,True,C1_LOCT,0.2997303043578005,0.2997303043578005,7.08567463441411,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_B,scGen,latent,run_headline,True,C1_LOCT,0.1222163400199078,0.1257371012714249,9.268766244912499,0.33719243409503874,0.8050052849167514,0.20657201736836484,0.0,True
C5,op3_GSE279945,,C5_loct_Mono,CINEMA-OT,ot,run_headline,True,C1_LOCT,0.1898790710356219,0.1898790710356219,5.6415444387113505,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_Mono,CPA,latent,run_headline,True,C1_LOCT,0.0380770512864875,0.0385953666226539,33.01196921389109,0.26479480319850734,0.794384409595522,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_Mono,FP-ridge,chemistry,run_headline,True,C1_LOCT,0.3057086862789999,0.3057086862789999,5.244524763450605,0.39288940009033824,0.6952756806928054,0.48339251957820933,0.0,True
C5,op3_GSE279945,,C5_loct_Mono,STATE,hybrid,run_headline,True,C1_LOCT,0.040982635158748,0.0377204653010267,32.40806334967153,0.27253940780024216,0.758159182734978,0.0,0.05945904066574843,True
C5,op3_GSE279945,,C5_loct_Mono,cell-mean,simple,run_headline,True,C1_LOCT,0.0187246311714781,0.0187246311714781,33.201184132916154,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_Mono,ctrl-pred,simple,run_headline,True,C1_LOCT,0.0054791604900466,0.0054791604900466,5.5795355116950285,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_Mono,donor-shift,simple,run_headline,True,C1_LOCT,0.1901579500874504,0.1901579500874504,5.64843757167431,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_Mono,linear-PCA,simple,run_headline,True,C1_LOCT,0.184644846957443,0.184644846957443,5.648439253184412,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_Mono,scGen,latent,run_headline,True,C1_LOCT,0.1905759085268166,0.1604242594039533,7.908229520541984,0.43331480825454666,0.8150826917285755,0.4848617330350646,0.0,True
C5,op3_GSE279945,,C5_loct_NK,CINEMA-OT,ot,run_headline,True,C1_LOCT,0.2515329206510982,0.2515329206510982,6.757126843237693,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_NK,CPA,latent,run_headline,True,C1_LOCT,0.0137879254850054,0.0246988257922889,21.97727247881038,0.26406649107163477,0.7921994732149042,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_NK,FP-ridge,chemistry,run_headline,True,C1_LOCT,0.389807641928923,0.389807641928923,6.662965875802017,0.3568880427609204,0.809816486927803,0.0,0.2608476413549581,True
C5,op3_GSE279945,,C5_loct_NK,STATE,hybrid,run_headline,True,C1_LOCT,0.0318594688539338,0.0261536860336542,21.543126942029087,0.24083379118587842,0.7225013735576352,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_NK,cell-mean,simple,run_headline,True,C1_LOCT,-0.0041590079562804,-0.0041590079562804,21.50729710994211,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_NK,ctrl-pred,simple,run_headline,True,C1_LOCT,-0.0110479001585783,-0.0110479001585783,7.146360317712343,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_NK,donor-shift,simple,run_headline,True,C1_LOCT,0.2560246006011011,0.2560246006011011,6.7651150177925725,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_NK,linear-PCA,simple,run_headline,True,C1_LOCT,0.2593769223663744,0.2593769223663744,6.765115331822278,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_NK,scGen,latent,run_headline,True,C1_LOCT,0.2136937766898138,0.2198834053029352,7.245555496457509,0.1720157053446237,0.6386076002841893,0.0,-0.12256048425031814,True
C5,op3_GSE279945,,C5_loct_T_cells,CINEMA-OT,ot,run_headline,True,C1_LOCT,0.2988785591425625,0.2988785591425625,6.7788363548252555,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_T_cells,CPA,latent,run_headline,True,C1_LOCT,0.0265078537874523,0.0445847137369463,15.514622571069234,0.24056342630582597,0.8511903550130212,0.0,-0.12950007609554326,True
C5,op3_GSE279945,,C5_loct_T_cells,FP-ridge,chemistry,run_headline,True,C1_LOCT,0.4387038899915861,0.4387038899915861,6.400173869857182,0.19981122780632424,0.7289337595145164,0.0,-0.12950007609554373,True
C5,op3_GSE279945,,C5_loct_T_cells,STATE,hybrid,run_headline,True,C1_LOCT,0.0557790771384973,0.0506955175117691,15.26909609911053,0.27857159167817336,0.8357147750345201,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_T_cells,cell-mean,simple,run_headline,True,C1_LOCT,0.0112160133901349,0.0112160133901349,15.793814571295993,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_T_cells,ctrl-pred,simple,run_headline,True,C1_LOCT,-0.0090414720179978,-0.0090414720179978,7.174565527114572,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_T_cells,donor-shift,simple,run_headline,True,C1_LOCT,0.3193161063398241,0.3193161063398241,6.7493203939164275,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_T_cells,linear-PCA,simple,run_headline,True,C1_LOCT,0.3339668906273994,0.3339668906273994,6.749321024936103,0.0,0.0,0.0,0.0,True
C5,op3_GSE279945,,C5_loct_T_cells,scGen,latent,run_headline,True,C1_LOCT,0.192206551911771,0.2020090247846228,8.129303295264465,0.45220884137285705,0.8601856988941602,0.0,0.496440825224411,True
